--- Quran Word Frequency Analysis ---
Source: d:\Corporate Identity\Branding Assets\quran\quran_universal.parquet
Total Words Count: 82,456
Unique Words Count: 15,776

Top Frequent Words:
Rank   | Word                 | Count      | Frequency 
668    | وانت                 | 14         | 0.0170%
669    | يستهزءون             | 14         | 0.0170%
670    | عظيمۢ                | 14         | 0.0170%
671    | ارءيتم               | 14         | 0.0170%
672    | سلم                  | 14         | 0.0170%
673    | انزلنه               | 14         | 0.0170%
674    | المدينه              | 14         | 0.0170%
675    | امهۢ                 | 14         | 0.0170%
676    | نفسۭ                 | 14         | 0.0170%
677    | الاولي               | 14         | 0.0170%
678    | ويلۭ                 | 14         | 0.0170%
679    | كمثل                 | 13         | 0.0158%
680    | سبع                  | 13         | 0.0158%
681    | يحزنون               | 13         | 0.0158%
682    | ينصرون               | 13         | 0.0158%
683    | واذكروا۟             | 13         | 0.0158%
684    | فلولا                | 13         | 0.0158%
685    | الخسرين              | 13         | 0.0158%
686    | يفعلون               | 13         | 0.0158%
687    | الدار                | 13         | 0.0158%
688    | رسولۭ                | 13         | 0.0158%
689    | واتبعوا۟             | 13         | 0.0158%
690    | الشيطين              | 13         | 0.0158%
691    | بصيرۭ                | 13         | 0.0158%
692    | وقالت                | 13         | 0.0158%
693    | هدي                  | 13         | 0.0158%
694    | لهن                  | 13         | 0.0158%
695    | قبلهۦ                | 13         | 0.0158%
696    | الامور               | 13         | 0.0158%
697    | فوقهم                | 13         | 0.0158%
698    | تتخذوا۟              | 13         | 0.0158%
699    | ازوجۭا               | 13         | 0.0158%
700    | داوۥد                | 13         | 0.0158%
701    | فانظر                | 13         | 0.0158%
702    | مغفرهۭ               | 13         | 0.0158%
703    | او۟لوا۟              | 13         | 0.0158%
704    | ياهل                 | 13         | 0.0158%
705    | طائفهۭ               | 13         | 0.0158%
706    | حقۭ                  | 13         | 0.0158%
707    | للعلمين              | 13         | 0.0158%
708    | قتل                  | 13         | 0.0158%
709    | يومئذ                | 13         | 0.0158%
710    | وذلك                 | 13         | 0.0158%
711    | وليۭا                | 13         | 0.0158%
712    | يريدون               | 13         | 0.0158%
713    | يفقهون               | 13         | 0.0158%
714    | الحسني               | 13         | 0.0158%
715    | وجدنا                | 13         | 0.0158%
716    | فيقول                | 13         | 0.0158%
717    | اليس                 | 13         | 0.0158%
718    | اعبد                 | 13         | 0.0158%
719    | توعدون               | 13         | 0.0158%
720    | الرزق                | 13         | 0.0158%
721    | رحمتهۦ               | 13         | 0.0158%
722    | صبروا۟               | 13         | 0.0158%
723    | المجرمون             | 13         | 0.0158%
724    | يكونوا۟              | 13         | 0.0158%
725    | الءاخرين             | 13         | 0.0158%
726    | ادريك                | 13         | 0.0158%
727    | ۛ                    | 12         | 0.0146%
728    | بالغيب               | 12         | 0.0146%
729    | المفلحون             | 12         | 0.0146%
730    | اليمۢ                | 12         | 0.0146%
731    | كلما                 | 12         | 0.0146%
732    | وانزل                | 12         | 0.0146%
733    | تكفرون               | 12         | 0.0146%
734    | حينۢ                 | 12         | 0.0146%
735    | وانزلنا              | 12         | 0.0146%
736    | يكفرون               | 12         | 0.0146%
737    | اجرهم                | 12         | 0.0146%
738    | اخذنا                | 12         | 0.0146%
739    | يؤمنوا۟              | 12         | 0.0146%
740    | فريقۭ                | 12         | 0.0146%
741    | القربي               | 12         | 0.0146%
742    | جزاء                 | 12         | 0.0146%
743    | عيسي                 | 12         | 0.0146%
744    | اشركوا۟              | 12         | 0.0146%
745    | ءايتۭ                | 12         | 0.0146%
746    | الكفر                | 12         | 0.0146%
747    | بامرهۦ               | 12         | 0.0146%
748    | وسع                  | 12         | 0.0146%
749    | ولدۭا                | 12         | 0.0146%
750    | ارسلنك               | 12         | 0.0146%
751    | اهواءهم              | 12         | 0.0146%
752    | البيت                | 12         | 0.0146%
753    | شهداء                | 12         | 0.0146%
754    | احدۢ                 | 12         | 0.0146%
755    | جميعا                | 12         | 0.0146%
756    | وحدۭ                 | 12         | 0.0146%
757    | اتبعوا۟              | 12         | 0.0146%
758    | ترك                  | 12         | 0.0146%
759    | بي                   | 12         | 0.0146%
760    | حدود                 | 12         | 0.0146%
761    | كم                   | 12         | 0.0146%
762    | خبيرۭ                | 12         | 0.0146%
763    | الحي                 | 12         | 0.0146%
764    | خلفهم                | 12         | 0.0146%
765    | يومۢ                 | 12         | 0.0146%
766    | ولهۥ                 | 12         | 0.0146%
767    | امن                  | 12         | 0.0146%
768    | ويعلم                | 12         | 0.0146%
769    | ولدۭ                 | 12         | 0.0146%
770    | اخذ                  | 12         | 0.0146%
771    | بذات                 | 12         | 0.0146%
772    | قلوب                 | 12         | 0.0146%
773    | خبيرۢ                | 12         | 0.0146%
774    | عظيم                 | 12         | 0.0146%
775    | يضلل                 | 12         | 0.0146%
776    | يستوي                | 12         | 0.0146%
777    | تاب                  | 12         | 0.0146%
778    | وتري                 | 12         | 0.0146%
779    | بلغ                  | 12         | 0.0146%
780    | الايمن               | 12         | 0.0146%
